children;days_employed;dob_years;education;education_id;family_status;family_status_id;gender;income_type;debt;total_income;purpose
0;-494.9994621951812;36;высшее;1;женат / замужем;0;Ж;компаньон;0;118819.94965764928;образование
0;358254.8874470319;62;Среднее;2;женат / замужем;0;Ж;пенсионер;0;169155.9830609348;образование
0;-2387.983882498895;44;среднее;2;женат / замужем;0;Ж;сотрудник;0;78040.1989232933;недвижимость
0;338248.6922776387;62;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;68662.70894454875;недвижимость
0;-10563.731966700774;53;среднее;2;в разводе;3;Ж;сотрудник;0;190385.9023318434;недвижимость
0;342821.9710884962;65;среднее;2;гражданский брак;1;Ж;пенсионер;0;104942.57877170875;образование
0;-10354.135521674241;62;среднее;2;женат / замужем;0;Ж;сотрудник;0;165117.89504456578;автомобиль
1;-560.1526178909884;39;высшее;1;в разводе;3;М;сотрудник;0;158168.54810919272;недвижимость
0;-746.1675103695485;29;высшее;1;гражданский брак;1;Ж;сотрудник;0;230540.9267084919;недвижимость
2;-3487.75728489296;35;среднее;2;женат / замужем;0;Ж;сотрудник;0;98885.54051001229;недвижимость
1;-1194.085037033376;43;среднее;2;женат / замужем;0;М;компаньон;0;192554.11575049523;автомобиль
1;-531.4205964381307;30;среднее;2;гражданский брак;1;Ж;госслужащий;0;65436.34863310198;образование
1;-3744.064012935303;29;среднее;2;женат / замужем;0;Ж;компаньон;0;151054.15086862104;образование
0;355593.26587410667;69;Среднее;2;вдовец / вдова;2;Ж;пенсионер;0;156078.62598385153;автомобиль
0;-417.8314803071314;54;среднее;2;гражданский брак;1;Ж;компаньон;1;189739.72100786134;свадьба
0;-1726.2940426424857;37;среднее;2;женат / замужем;0;М;сотрудник;0;197854.4266788937;образование
2;-1600.186959770789;43;высшее;1;женат / замужем;0;М;компаньон;1;603112.7939547072;образование
2;-778.82557963624;34;среднее;2;женат / замужем;0;Ж;компаньон;0;146416.04284515616;образование
1;-2797.807563009909;30;среднее;2;женат / замужем;0;М;компаньон;0;160926.70183392247;недвижимость
0;-5544.055824950992;40;начальное;4;женат / замужем;0;Ж;сотрудник;0;122821.70830758191;автомобиль
0;;56;высшее;1;гражданский брак;1;М;пенсионер;1;;свадьба
2;-452.22220480189077;38;высшее;1;в разводе;3;Ж;сотрудник;0;182596.31671565046;недвижимость
0;;44;среднее;2;женат / замужем;0;Ж;сотрудник;0;;образование
0;;23;среднее;2;гражданский брак;1;М;компаньон;1;;свадьба
1;-2045.1942748326785;33;неоконченное высшее;3;женат / замужем;0;Ж;сотрудник;0;231855.99947865668;недвижимость
1;-936.7993115980225;41;СРЕДНЕЕ;2;женат / замужем;0;М;сотрудник;0;185312.26184329373;образование
1;-503.96552959799004;23;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;78550.72514488854;недвижимость
0;-7175.8979012137725;49;высшее;1;женат / замужем;0;М;сотрудник;0;259348.95319895132;автомобиль
1;-2029.6269941685034;25;среднее;2;гражданский брак;1;Ж;сотрудник;0;75252.52768772548;свадьба
2;-2420.339651681957;35;среднее;2;женат / замужем;0;Ж;сотрудник;0;70266.74242558023;недвижимость
0;-216.232193884702;25;ВЫСШЕЕ;1;Не женат / не замужем;4;М;компаньон;0;162224.94543520236;образование
1;-699.1810434237558;29;высшее;1;гражданский брак;1;Ж;сотрудник;0;92465.30039940948;автомобиль
0;-986.2080975697428;29;среднее;2;Не женат / не замужем;4;Ж;компаньон;0;138845.0984545459;недвижимость
0;335387.0008287337;59;среднее;2;гражданский брак;1;Ж;пенсионер;0;107553.32312381211;автомобиль
0;-223.11198303624062;22;Среднее;2;гражданский брак;1;М;сотрудник;0;70248.2550928491;недвижимость
0;-7120.930397276182;51;высшее;1;женат / замужем;0;Ж;сотрудник;0;98066.1288168706;автомобиль
0;-4244.160262393274;56;высшее;1;вдовец / вдова;2;Ж;компаньон;0;107063.11834472814;недвижимость
1;332148.40241692076;58;среднее;2;женат / замужем;0;М;пенсионер;0;201896.53400471353;недвижимость
0;;45;СРЕДНЕЕ;2;женат / замужем;0;Ж;компаньон;0;;автомобиль
0;320623.1835418971;63;высшее;1;Не женат / не замужем;4;Ж;пенсионер;0;106961.80254127108;образование
0;388537.18448285246;43;начальное;4;гражданский брак;1;Ж;пенсионер;1;132208.98499583;свадьба
0;-10790.900695371287;51;среднее;2;женат / замужем;0;М;сотрудник;0;150181.8684111931;автомобиль
0;-4727.654616854998;41;высшее;1;женат / замужем;0;М;компаньон;0;346454.35405516665;недвижимость
2;-695.1088714996323;65;высшее;1;вдовец / вдова;2;М;сотрудник;0;223481.79922554523;недвижимость
0;;50;высшее;1;гражданский брак;1;М;сотрудник;0;;свадьба
0;329745.4177530567;63;высшее;1;вдовец / вдова;2;Ж;пенсионер;0;241900.94488853545;недвижимость
0;376401.0679462191;60;среднее;2;женат / замужем;0;Ж;пенсионер;0;103501.91872690551;недвижимость
0;-1521.3239827883947;33;среднее;2;женат / замужем;0;Ж;сотрудник;1;105283.73763785952;образование
1;-814.3511338920441;43;среднее;2;женат / замужем;0;Ж;сотрудник;0;141799.08841899992;образование
0;-3755.2482864252133;42;высшее;1;в разводе;3;Ж;госслужащий;0;260401.20924534713;автомобиль
0;-678.2097979582852;44;начальное;4;Не женат / не замужем;4;М;компаньон;0;132694.93798896443;автомобиль
0;-3314.8130754347076;58;среднее;2;женат / замужем;0;Ж;сотрудник;0;223692.4079353008;автомобиль
0;-3999.316694256193;60;среднее;2;гражданский брак;1;М;сотрудник;1;114881.73995123088;свадьба
1;-2458.4501610557077;40;среднее;2;гражданский брак;1;Ж;сотрудник;0;268980.8307361239;свадьба
0;-222.17189623502478;51;среднее;2;в разводе;3;М;сотрудник;1;235519.37852519972;недвижимость
0;-1300.1302533496018;55;среднее;2;гражданский брак;1;Ж;сотрудник;0;74053.20847499995;свадьба
0;-509.04363866339145;44;среднее;2;женат / замужем;0;Ж;госслужащий;0;235016.31519234797;недвижимость
2;-1131.9776190781495;42;среднее;2;женат / замужем;0;М;сотрудник;0;125764.94618424449;автомобиль
0;-5766.13282921199;1;высшее;1;женат / замужем;0;Ж;сотрудник;0;100042.62008269392;недвижимость
0;335733.6584746549;58;среднее;2;гражданский брак;1;М;пенсионер;0;47150.609328036015;свадьба
0;-1082.4070156236844;40;среднее;2;женат / замужем;0;М;компаньон;0;399676.25647478044;недвижимость
0;-568.4249315003483;49;высшее;1;женат / замужем;0;Ж;компаньон;0;372499.9139799619;автомобиль
0;;58;среднее;2;женат / замужем;0;М;сотрудник;0;;автомобиль
0;362025.7829587386;71;высшее;1;женат / замужем;0;Ж;пенсионер;0;34083.8523803169;недвижимость
0;-2287.5275423977578;63;среднее;2;женат / замужем;0;Ж;компаньон;0;91682.6873693623;образование
0;;55;среднее;2;женат / замужем;0;М;сотрудник;0;;недвижимость
0;;24;среднее;2;Не женат / не замужем;4;Ж;компаньон;0;;недвижимость
0;-695.524269231638;58;высшее;1;женат / замужем;0;М;сотрудник;0;241863.17709559496;автомобиль
1;-6951.534590795416;40;среднее;2;женат / замужем;0;Ж;сотрудник;0;114288.84610202604;автомобиль
1;-518.8374657111037;37;среднее;2;женат / замужем;0;Ж;сотрудник;0;167321.00263495516;недвижимость
0;354956.39971479966;68;среднее;2;гражданский брак;1;Ж;пенсионер;0;192908.6546538929;недвижимость
0;-301.90016301747625;40;СРЕДНЕЕ;2;женат / замужем;0;Ж;сотрудник;1;104652.3968774464;образование
1;-519.97339642842;40;среднее;2;женат / замужем;0;М;сотрудник;0;105886.58893915077;образование
1;-1744.536649817342;41;среднее;2;женат / замужем;0;Ж;сотрудник;0;156807.0352116654;недвижимость
0;-807.8985706468779;53;среднее;2;гражданский брак;1;Ж;сотрудник;0;107822.64700094443;свадьба
0;366042.7484498422;68;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;63010.69503719768;недвижимость
1;-4821.43444901345;53;начальное;4;женат / замужем;0;М;компаньон;0;158500.9262816912;автомобиль
0;-400.87882015168026;39;высшее;1;женат / замужем;0;Ж;сотрудник;0;140036.3881251765;недвижимость
1;-1671.5328443643214;45;среднее;2;гражданский брак;1;М;сотрудник;0;192735.2662577315;свадьба
1;-210.40939412015382;32;среднее;2;женат / замужем;0;Ж;компаньон;0;77206.38243872739;недвижимость
0;-1548.176877966037;28;ВЫСШЕЕ;1;женат / замужем;0;Ж;сотрудник;0;186125.99580187167;недвижимость
0;-1576.8542533737077;49;среднее;2;женат / замужем;0;М;компаньон;0;273131.4852450485;недвижимость
2;-3119.2015524195904;30;среднее;2;женат / замужем;0;Ж;компаньон;0;165170.54487396503;автомобиль
0;378188.11388733174;63;среднее;2;женат / замужем;0;М;пенсионер;0;68837.43224544368;автомобиль
0;-3131.9276341861855;43;среднее;2;женат / замужем;0;Ж;компаньон;0;197844.7542138314;недвижимость
0;-2278.0685430601216;45;среднее;2;женат / замужем;0;Ж;сотрудник;0;146079.58343312147;недвижимость
0;-6718.375185965542;44;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;67754.66769498038;недвижимость
0;-280.57947106560323;23;среднее;2;женат / замужем;0;Ж;сотрудник;1;91783.38817066995;недвижимость
0;368212.0293193909;66;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;258433.76948118734;недвижимость
0;-3563.4839733157146;36;среднее;2;женат / замужем;0;Ж;компаньон;0;249949.18339223744;недвижимость
1;-814.2688427642809;39;среднее;2;женат / замужем;0;Ж;компаньон;0;94428.86359974166;недвижимость
0;-1461.5057346277029;27;неоконченное высшее;3;Не женат / не замужем;4;Ж;сотрудник;0;62307.02402536704;недвижимость
0;372455.2231920684;57;среднее;2;Не женат / не замужем;4;Ж;пенсионер;0;344859.82084620715;образование
1;-1163.4811311365245;39;Среднее;2;женат / замужем;0;М;сотрудник;0;192146.02272993856;недвижимость
0;-551.3605978219744;57;среднее;2;Не женат / не замужем;4;М;сотрудник;0;236900.85683316243;автомобиль
0;-883.9950436007615;42;среднее;2;женат / замужем;0;Ж;сотрудник;0;287390.90220891923;недвижимость
1;-425.30283708573694;35;неоконченное высшее;3;Не женат / не замужем;4;Ж;компаньон;1;172646.59779639245;образование
0;345158.76055185887;57;среднее;2;гражданский брак;1;Ж;пенсионер;0;156539.34160272146;недвижимость
2;-3752.202676042015;42;высшее;1;гражданский брак;1;Ж;госслужащий;0;127441.47846006745;автомобиль
1;-691.7460240719784;49;среднее;2;женат / замужем;0;М;компаньон;0;172150.6394148407;недвижимость
0;356135.1601187124;58;среднее;2;женат / замужем;0;Ж;пенсионер;1;106175.47276358693;недвижимость
0;-2170.595434602091;29;неоконченное высшее;3;Не женат / не замужем;4;М;сотрудник;0;339818.8520041363;недвижимость
1;-1951.355144268086;43;среднее;2;женат / замужем;0;М;сотрудник;0;114110.33001777869;образование
0;-795.2629781953905;51;среднее;2;женат / замужем;0;М;компаньон;0;111862.51713117938;автомобиль
3;-751.1829565023526;50;Среднее;2;гражданский брак;1;Ж;сотрудник;1;61749.01368085441;свадьба
1;-256.08522585393473;49;среднее;2;женат / замужем;0;М;компаньон;0;138767.50672772006;образование
0;-835.8740220685214;26;среднее;2;Не женат / не замужем;4;Ж;компаньон;0;156857.9505582379;недвижимость
1;-1184.4197815765722;25;ВЫСШЕЕ;1;Не женат / не замужем;4;Ж;компаньон;0;86044.03804239874;недвижимость
0;-2082.4309585616747;44;среднее;2;женат / замужем;0;Ж;сотрудник;0;97736.63478883733;недвижимость
2;-5503.253866595333;40;среднее;2;женат / замужем;0;Ж;сотрудник;0;191135.47154727287;недвижимость
0;-774.4150816993122;23;неоконченное высшее;3;гражданский брак;1;Ж;сотрудник;0;112422.33840212478;свадьба
0;-1111.9023519772718;38;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;226786.24257594507;недвижимость
2;-664.7573588157854;28;высшее;1;в разводе;3;Ж;госслужащий;0;163897.2948219883;недвижимость
0;387860.1770451542;60;среднее;2;женат / замужем;0;Ж;пенсионер;0;158324.08375951718;образование
2;-5751.461446135525;37;среднее;2;женат / замужем;0;Ж;сотрудник;0;211347.58338217976;недвижимость
0;-2570.5400120054087;45;среднее;2;женат / замужем;0;Ж;компаньон;0;206600.5418308733;автомобиль
2;-1877.3401835426632;1;высшее;1;в разводе;3;Ж;госслужащий;0;111161.09821135382;образование
-1;335400.90217799484;64;ВЫСШЕЕ;1;вдовец / вдова;2;Ж;пенсионер;0;165639.86878505375;недвижимость
0;-2088.3986397687236;37;высшее;1;Не женат / не замужем;4;Ж;сотрудник;0;90192.05834618045;образование
1;-2502.9025261296174;56;среднее;2;вдовец / вдова;2;Ж;сотрудник;0;217980.12193465454;недвижимость
1;-1517.9168806064793;22;среднее;2;женат / замужем;0;Ж;сотрудник;1;82040.40893752045;недвижимость
0;-4271.494543670706;34;высшее;1;женат / замужем;0;М;компаньон;0;389825.62704239757;недвижимость
2;-987.0020431267044;27;среднее;2;женат / замужем;0;Ж;сотрудник;0;78240.95589031561;недвижимость
0;329690.7287145939;63;среднее;2;женат / замужем;0;Ж;пенсионер;0;226135.3584821354;автомобиль
0;-1275.6251332664576;32;высшее;1;женат / замужем;0;Ж;компаньон;0;178541.05889199098;недвижимость
0;365102.96663265565;65;среднее;2;женат / замужем;0;Ж;пенсионер;0;83783.4284199244;недвижимость
1;-2514.130335528289;38;высшее;1;женат / замужем;0;Ж;госслужащий;0;128425.08784227545;недвижимость
1;-1980.4161212154377;47;ВЫСШЕЕ;1;гражданский брак;1;Ж;сотрудник;0;139215.7944656665;автомобиль
0;-525.3286448802203;24;среднее;2;гражданский брак;1;Ж;компаньон;0;119462.40475427851;свадьба
20;-2555.2272934218886;50;высшее;1;женат / замужем;0;Ж;сотрудник;0;65760.54388426927;недвижимость
0;-1488.340364233239;49;высшее;1;женат / замужем;0;Ж;сотрудник;0;151643.005614363;недвижимость
0;-1827.1902102596382;26;неоконченное высшее;3;женат / замужем;0;Ж;сотрудник;0;201005.71906878368;автомобиль
0;-1521.4963265700794;42;среднее;2;женат / замужем;0;Ж;сотрудник;0;78389.2173559264;недвижимость
0;-1746.7578160442722;45;высшее;1;женат / замужем;0;Ж;компаньон;0;175784.57864315112;автомобиль
1;-3131.8080985470892;44;среднее;2;женат / замужем;0;Ж;сотрудник;0;60042.89287528291;недвижимость
3;-238.4575261969579;31;среднее;2;женат / замужем;0;М;сотрудник;0;131075.26369747467;образование
1;-1557.3409764819153;1;высшее;1;женат / замужем;0;Ж;сотрудник;0;148873.9524152805;автомобиль
1;-3659.071362993655;36;СРЕДНЕЕ;2;женат / замужем;0;Ж;сотрудник;0;91004.58326884992;автомобиль
0;345909.94454039674;52;среднее;2;женат / замужем;0;Ж;пенсионер;0;47126.76375687902;автомобиль
0;-2051.9458626968267;39;Среднее;2;гражданский брак;1;М;сотрудник;0;169139.1547939383;свадьба
2;-1206.119762432263;30;среднее;2;в разводе;3;М;компаньон;0;255570.319057392;автомобиль
0;-1169.1750219319056;40;высшее;1;женат / замужем;0;Ж;сотрудник;0;166429.58281043876;недвижимость
0;-279.6275025931714;37;среднее;2;гражданский брак;1;М;компаньон;0;328716.36296940973;автомобиль
2;-1858.8648347995754;54;высшее;1;гражданский брак;1;М;компаньон;0;310740.541984457;свадьба
0;-7573.587446758965;44;среднее;2;женат / замужем;0;Ж;сотрудник;0;49942.671482470025;недвижимость
0;330114.6924479328;55;среднее;2;женат / замужем;0;Ж;пенсионер;1;259948.89906182964;автомобиль
0;361610.4331481635;66;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;79278.545051363;автомобиль
0;-5783.342634785862;53;высшее;1;женат / замужем;0;Ж;сотрудник;0;125731.92228295126;автомобиль
0;;49;высшее;1;гражданский брак;1;Ж;компаньон;0;;недвижимость
1;;46;высшее;1;Не женат / не замужем;4;Ж;компаньон;0;;недвижимость
1;-7755.669517441098;42;высшее;1;в разводе;3;Ж;госслужащий;0;80909.42326035336;автомобиль
1;-1448.4541015549016;38;неоконченное высшее;3;гражданский брак;1;М;компаньон;0;305844.5574751684;свадьба
1;-571.5727741545752;28;неоконченное высшее;3;женат / замужем;0;Ж;компаньон;0;283645.56186908355;недвижимость
1;-570.1796572094137;51;среднее;2;женат / замужем;0;М;госслужащий;0;69131.03950291128;недвижимость
1;-1159.10761684232;35;среднее;2;женат / замужем;0;Ж;госслужащий;0;122067.16922154973;недвижимость
2;-60.91238681357995;37;среднее;2;женат / замужем;0;Ж;сотрудник;0;97439.26947790831;образование
0;-877.4848217786285;62;среднее;2;Не женат / не замужем;4;Ж;компаньон;0;242133.45313262378;недвижимость
1;-1272.1209259530729;32;высшее;1;Не женат / не замужем;4;Ж;компаньон;0;199709.31624548227;недвижимость
1;375286.80045374756;59;среднее;2;гражданский брак;1;М;пенсионер;0;116592.1517882247;свадьба
0;-1892.5697323594884;47;среднее;2;женат / замужем;0;Ж;госслужащий;0;80065.65533500216;автомобиль
1;-254.89425232860467;45;высшее;1;Не женат / не замужем;4;Ж;госслужащий;0;233142.09279584963;автомобиль
2;-4403.24515541748;35;среднее;2;гражданский брак;1;Ж;сотрудник;1;150869.4302455467;автомобиль
1;-118.37710199874508;28;среднее;2;гражданский брак;1;М;сотрудник;1;110109.35802660295;образование
0;-1541.7577387921528;45;среднее;2;гражданский брак;1;Ж;сотрудник;0;102353.73633399695;свадьба
1;-1934.9291537713564;38;среднее;2;гражданский брак;1;Ж;сотрудник;0;100438.74816738615;свадьба
1;;52;среднее;2;женат / замужем;0;Ж;компаньон;0;;недвижимость
0;-2003.7885027081202;30;среднее;2;Не женат / не замужем;4;М;сотрудник;1;111263.40884276433;образование
0;-1012.5343434825248;38;высшее;1;женат / замужем;0;Ж;сотрудник;0;122010.51107522217;автомобиль
0;;46;среднее;2;женат / замужем;0;Ж;сотрудник;0;;недвижимость
0;-3866.2829286406504;40;высшее;1;женат / замужем;0;Ж;компаньон;0;248731.28017963917;недвижимость
1;;45;высшее;1;Не женат / не замужем;4;М;компаньон;0;;недвижимость
4;-4014.675126338254;34;Среднее;2;женат / замужем;0;Ж;сотрудник;0;148095.8042481434;образование
0;-107.43449304978905;42;высшее;1;женат / замужем;0;Ж;сотрудник;1;131903.02604435547;недвижимость
1;-2021.8001141750476;45;среднее;2;женат / замужем;0;М;сотрудник;0;209429.92572255942;недвижимость
2;-982.7138417563208;28;среднее;2;женат / замужем;0;Ж;госслужащий;0;122555.94160151144;недвижимость
1;-1406.7679701990048;43;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;103206.78890702582;образование
0;-1771.3773324775566;33;среднее;2;гражданский брак;1;М;сотрудник;0;264664.4469919632;свадьба
0;-8959.401315688761;54;Среднее;2;женат / замужем;0;Ж;сотрудник;0;85098.15300584357;образование
0;-170.74661707503543;35;среднее;2;гражданский брак;1;Ж;сотрудник;1;34191.568267139184;автомобиль
0;350344.6194359244;60;среднее;2;женат / замужем;0;Ж;пенсионер;0;82142.13682068542;недвижимость
0;-371.64251691855355;43;среднее;2;в разводе;3;М;компаньон;0;159827.42716861115;недвижимость
0;-306.0025240966227;25;среднее;2;Не женат / не замужем;4;М;сотрудник;0;67234.58708720504;автомобиль
0;343940.5870707226;63;среднее;2;гражданский брак;1;Ж;пенсионер;0;167145.4620493323;свадьба
1;-1602.9840795656842;47;среднее;2;женат / замужем;0;М;госслужащий;0;170911.18722179133;образование
1;-1087.071063302611;30;высшее;1;женат / замужем;0;Ж;компаньон;0;107016.64796192791;недвижимость
0;-941.9266386934099;31;среднее;2;гражданский брак;1;Ж;сотрудник;0;140252.42863844914;свадьба
0;-1820.7182984461208;58;высшее;1;в разводе;3;Ж;госслужащий;0;118672.54749287096;недвижимость
0;-698.9273948171847;60;среднее;2;Не женат / не замужем;4;М;сотрудник;0;149029.10399880743;недвижимость
0;-771.9432602072312;32;неоконченное высшее;3;Не женат / не замужем;4;Ж;сотрудник;0;143333.38865150514;образование
0;-2190.552411610775;51;среднее;2;женат / замужем;0;Ж;сотрудник;0;142365.2030806646;недвижимость
0;-2396.9271893370437;43;среднее;2;гражданский брак;1;Ж;компаньон;0;68321.91791886839;образование
0;-5273.054624976016;53;среднее;2;Не женат / не замужем;4;Ж;госслужащий;0;51344.80710970838;недвижимость
0;-4188.340345130611;45;среднее;2;женат / замужем;0;Ж;сотрудник;0;163964.50532568555;недвижимость
0;-1747.6503507908708;50;среднее;2;женат / замужем;0;Ж;сотрудник;0;95377.36360620735;образование
0;-492.1994872479105;56;неоконченное высшее;3;гражданский брак;1;М;сотрудник;0;271529.92706174334;свадьба
0;-745.835492244357;26;высшее;1;гражданский брак;1;М;сотрудник;1;172483.15217476027;свадьба
1;-1048.953069324348;26;среднее;2;женат / замужем;0;М;сотрудник;0;173351.24169773224;автомобиль
0;327219.5286657533;67;высшее;1;гражданский брак;1;М;пенсионер;0;171739.67752028574;свадьба
1;;21;среднее;2;гражданский брак;1;Ж;сотрудник;0;;автомобиль
0;383731.397986063;62;высшее;1;женат / замужем;0;Ж;пенсионер;0;163329.7830777343;недвижимость
0;-8352.16336903965;45;среднее;2;женат / замужем;0;Ж;сотрудник;0;131888.41645030977;недвижимость
0;-279.3145706069593;26;среднее;2;Не женат / не замужем;4;Ж;компаньон;1;137775.53304090825;автомобиль
2;-97.80960898979004;48;среднее;2;гражданский брак;1;М;сотрудник;0;145273.99912275243;свадьба
0;-1182.5349835481863;33;среднее;2;гражданский брак;1;Ж;сотрудник;1;272924.40487402276;свадьба
1;-1693.3194342385434;34;среднее;2;гражданский брак;1;Ж;сотрудник;0;105503.53415625155;недвижимость
0;-1937.2671573183864;34;высшее;1;Не женат / не замужем;4;М;сотрудник;0;190753.27816389033;недвижимость
0;-1028.4737786186554;42;Среднее;2;вдовец / вдова;2;М;сотрудник;1;58634.2775540442;образование
0;-6196.36126202388;53;среднее;2;женат / замужем;0;Ж;сотрудник;0;97751.91878524527;образование
0;-2383.0076293306684;47;Среднее;2;женат / замужем;0;Ж;компаньон;0;233316.46136398314;недвижимость
0;-175.55347950859064;47;среднее;2;Не женат / не замужем;4;Ж;компаньон;0;164781.98765427218;автомобиль
3;-962.5517270709973;35;среднее;2;женат / замужем;0;Ж;сотрудник;0;348966.06867839524;недвижимость
2;-1996.1878128305734;37;среднее;2;женат / замужем;0;Ж;сотрудник;0;234977.77931969723;недвижимость
0;-4036.956202139006;32;среднее;2;Не женат / не замужем;4;М;сотрудник;0;156448.92160139413;недвижимость
0;-3590.045091668346;62;среднее;2;гражданский брак;1;М;сотрудник;0;218415.4993505662;свадьба
0;;63;среднее;2;женат / замужем;0;Ж;пенсионер;0;;недвижимость
2;-5575.349157422064;54;среднее;2;женат / замужем;0;Ж;сотрудник;0;101593.08726976032;недвижимость
2;-485.1553659848076;37;Среднее;2;гражданский брак;1;Ж;сотрудник;0;127121.41012961093;свадьба
1;-2373.2723529741056;33;СРЕДНЕЕ;2;гражданский брак;1;М;компаньон;0;215221.41008158805;образование
2;-156.59239153400517;27;высшее;1;гражданский брак;1;Ж;сотрудник;0;72587.7059194505;автомобиль
0;352770.13213475834;55;среднее;2;гражданский брак;1;Ж;пенсионер;0;88730.54448682048;свадьба
0;-1577.4626567771868;59;среднее;2;гражданский брак;1;М;сотрудник;0;132687.62544541742;недвижимость
1;-1129.8755964761403;41;высшее;1;женат / замужем;0;Ж;сотрудник;0;198343.29384671955;образование
0;;28;Высшее;1;Не женат / не замужем;4;Ж;сотрудник;1;;недвижимость
0;-325.3141591461987;37;среднее;2;гражданский брак;1;М;сотрудник;0;248025.77844012986;свадьба
0;-2131.4772525042663;50;среднее;2;женат / замужем;0;М;сотрудник;0;304312.4747762096;образование
1;-853.2217640319384;41;среднее;2;женат / замужем;0;М;сотрудник;0;135142.87806638036;образование
0;-5158.94245690388;46;среднее;2;гражданский брак;1;Ж;сотрудник;0;157383.1704666555;свадьба
3;;45;среднее;2;женат / замужем;0;Ж;сотрудник;0;;образование
0;-1572.1923535275575;50;Среднее;2;гражданский брак;1;М;компаньон;0;82785.25622603124;свадьба
0;-1623.132589664364;39;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;135369.3507807269;недвижимость
0;-1170.453074592211;50;СРЕДНЕЕ;2;гражданский брак;1;Ж;госслужащий;0;191820.36019777547;автомобиль
2;-4203.156687090084;46;среднее;2;женат / замужем;0;Ж;сотрудник;0;150035.5033020371;недвижимость
1;-96.9391109189741;35;среднее;2;гражданский брак;1;М;компаньон;0;94133.3921862991;недвижимость
0;;43;среднее;2;женат / замужем;0;Ж;компаньон;0;;недвижимость
0;-1211.136629163194;37;среднее;2;Не женат / не замужем;4;М;сотрудник;0;117662.07893748267;недвижимость
0;-1350.2314267569827;31;высшее;1;гражданский брак;1;Ж;сотрудник;0;142567.4250398921;свадьба
0;389471.75809634716;69;среднее;2;женат / замужем;0;Ж;пенсионер;0;295167.0119675809;недвижимость
1;;36;среднее;2;женат / замужем;0;Ж;сотрудник;0;;образование
3;-585.1873657071577;32;среднее;2;женат / замужем;0;Ж;сотрудник;0;91835.13425786897;недвижимость
1;-1154.4227971466876;42;СРЕДНЕЕ;2;женат / замужем;0;Ж;сотрудник;0;155757.86697644988;недвижимость
0;-260.48630598522954;31;ВЫСШЕЕ;1;женат / замужем;0;Ж;компаньон;0;179927.37320300954;недвижимость
2;-1195.762028798421;48;СРЕДНЕЕ;2;женат / замужем;0;Ж;сотрудник;0;201893.71104326803;недвижимость
0;322596.5728159396;59;среднее;2;гражданский брак;1;Ж;пенсионер;0;69838.65510659618;недвижимость
0;-1733.2871424453908;43;среднее;2;женат / замужем;0;Ж;компаньон;0;131350.7178708444;образование
1;-242.63568178662425;33;среднее;2;женат / замужем;0;М;компаньон;0;222126.06162802735;недвижимость
2;-1326.3763315532653;47;высшее;1;женат / замужем;0;М;компаньон;0;181824.87036543307;недвижимость
0;-754.2382700089817;42;среднее;2;гражданский брак;1;М;сотрудник;0;161524.98385561403;образование
0;-7552.135537590403;42;среднее;2;гражданский брак;1;Ж;госслужащий;0;150900.228274814;недвижимость
0;-1594.7031842090025;29;неоконченное высшее;3;гражданский брак;1;М;сотрудник;1;94225.15285818878;автомобиль
1;-1854.2609912180844;30;СРЕДНЕЕ;2;женат / замужем;0;Ж;госслужащий;0;91335.84947156295;недвижимость
1;-3899.1764735112915;30;среднее;2;женат / замужем;0;М;госслужащий;0;273601.1511150246;автомобиль
2;-2492.3226280612103;30;среднее;2;женат / замужем;0;Ж;сотрудник;1;145858.26988516742;образование
0;-624.6229814919469;55;среднее;2;женат / замужем;0;М;сотрудник;0;85287.95399852903;автомобиль
0;-327.98397418922264;28;неоконченное высшее;3;гражданский брак;1;Ж;сотрудник;1;158971.9159089928;образование
0;356650.1982145775;60;высшее;1;женат / замужем;0;Ж;пенсионер;0;239057.20616497775;недвижимость
0;-1373.4880677693166;43;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;84106.97608626143;образование
0;-1531.256142488247;53;среднее;2;женат / замужем;0;М;сотрудник;0;219061.99053646464;автомобиль
1;-3251.8544022551428;38;среднее;2;женат / замужем;0;Ж;сотрудник;0;61511.496454718654;недвижимость
0;-460.3221520131963;43;Среднее;2;женат / замужем;0;Ж;госслужащий;0;169004.42578694498;недвижимость
2;-2136.3569580952035;34;среднее;2;женат / замужем;0;Ж;сотрудник;0;190671.3601833696;образование
1;-1449.45575776702;55;среднее;2;Не женат / не замужем;4;М;сотрудник;0;201653.0671545808;недвижимость
2;-2557.651347468197;47;среднее;2;женат / замужем;0;М;сотрудник;0;121832.36093076399;недвижимость
2;-749.1319183210385;28;высшее;1;женат / замужем;0;Ж;компаньон;0;222743.67714422636;образование
0;-2749.6889398531134;43;среднее;2;в разводе;3;Ж;госслужащий;0;386921.45991143445;недвижимость
0;-1739.9063157384749;54;среднее;2;вдовец / вдова;2;Ж;компаньон;0;97426.91844079903;автомобиль
